EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.000527858734131,0,1,INITIAL_BUFFERING,Writing,89283
0.00509285926819,0,1,PLAY,InitialBuffering-Play,0
0.00634407997131,0,0,PLAY,StillPlaying,89283
0.0219130516052,0,1,PLAY,Writing,89283
0.0626299381256,0,2,PLAY,Writing,262537
1.41104793549,1,3,PLAY,Writing,262537
2.00799798965,2,2,PLAY,StillPlaying,89283
3.39479804039,3,3,PLAY,Writing,262537
4.00808906555,4,2,PLAY,StillPlaying,262537
5.79991197586,5,3,PLAY,Writing,262537
6.00755906105,6,2,PLAY,StillPlaying,262537
6.07889389992,6,3,PLAY,Writing,262537
6.14395403862,6,4,PLAY,Writing,262537
6.17311000824,6,5,PLAY,Writing,262537
8.0076918602,8,4,PLAY,StillPlaying,262537
9.64541196823,9,5,PLAY,Writing,791182
9.75827503204,9,6,PLAY,Writing,791182
10.0079469681,10,5,PLAY,StillPlaying,262537
12.0076839924,12,4,PLAY,StillPlaying,262537
12.0555689335,12,5,PLAY,Writing,791182
12.168612957,12,6,PLAY,Writing,791182
14.0132529736,14,5,PLAY,StillPlaying,262537
14.1456570625,14,6,PLAY,Writing,791182
14.27008605,14,7,PLAY,Writing,791182
16.0076899529,16,6,PLAY,StillPlaying,262537
16.2259659767,16,7,PLAY,Writing,791182
16.3422670364,16,8,PLAY,Writing,791182
16.4617140293,16,9,PLAY,Writing,791182
16.5771150589,16,10,PLAY,Writing,791182
16.6908180714,16,11,PLAY,Writing,791182
16.8297119141,16,12,PLAY,Writing,791182
18.0076789856,18,11,PLAY,StillPlaying,791182
19.892526865,19,12,PLAY,Writing,791182
20.0086250305,20,11,PLAY,StillPlaying,791182
20.0375728607,20,12,PLAY,Writing,791182
20.1680870056,20,13,PLAY,Writing,791182
20.2937560081,20,14,PLAY,Writing,791182
20.4269299507,20,15,PLAY,Writing,791182
20.5476820469,20,16,PLAY,Writing,791182
20.6726970673,20,17,PLAY,Writing,791182
20.8199179173,20,18,PLAY,Writing,791182
20.9499380589,20,19,PLAY,Writing,791182
21.0472609997,21,20,PLAY,Writing,791182
22.0092890263,22,19,PLAY,StillPlaying,791182
22.0624229908,22,20,PLAY,Writing,791182
22.1951398849,22,21,PLAY,Writing,791182
22.3117070198,22,22,PLAY,Writing,791182
22.4554450512,22,23,PLAY,Writing,791182
22.5981769562,22,24,PLAY,Writing,791182
22.7216689587,22,25,PLAY,Writing,791182
22.8587188721,22,26,PLAY,Writing,791182
23.0217678547,23,27,PLAY,Writing,791182
23.1517710686,23,28,PLAY,Writing,791182
23.303935051,23,29,PLAY,Writing,791182
23.4255218506,23,30,PLAY,Writing,791182
23.5745909214,23,31,PLAY,Writing,791182
23.6824929714,23,32,PLAY,Writing,791182
23.9305250645,23,33,PLAY,Writing,2484135
24.0089509487,24,32,PLAY,StillPlaying,791182
24.1219229698,24,33,PLAY,Writing,2484135
24.3723020554,24,34,PLAY,Writing,2484135
24.5097980499,24,35,PLAY,Writing,2484135
24.7065229416,24,36,PLAY,Writing,2484135
24.9222960472,24,37,PLAY,Writing,2484135
25.0942728519,25,38,PLAY,Writing,2484135
25.3343219757,25,39,PLAY,Writing,2484135
25.5451250076,25,40,PLAY,Writing,2484135
25.7235529423,25,41,PLAY,Writing,2484135
25.9361569881,25,42,PLAY,Writing,2484135
26.0080258846,26,41,PLAY,StillPlaying,791182
26.1322529316,26,42,PLAY,Writing,2484135
26.3265419006,26,43,PLAY,Writing,2484135
26.6427328587,26,44,PLAY,Writing,2484135
27.2030160427,27,45,PLAY,Writing,4219897
27.7746448517,27,46,PLAY,Writing,4219897
28.0109779835,28,45,PLAY,StillPlaying,791182
28.648100853,28,46,PLAY,Writing,4219897
29.3912689686,29,47,PLAY,Writing,4219897
29.8422989845,29,48,PLAY,Writing,4219897
30.009417057,30,47,PLAY,StillPlaying,791182
30.0993280411,30,48,PLAY,Writing,4219897
30.4039268494,30,49,PLAY,Writing,4219897
30.7257559299,30,50,PLAY,Writing,4219897
31.1337630749,31,51,PLAY,Writing,4219897
31.7543299198,31,52,PLAY,Writing,4219897
32.0080220699,32,51,PLAY,StillPlaying,791182
32.2216169834,32,52,PLAY,Writing,4219897
32.5802199841,32,53,PLAY,Writing,4219897
33.0976359844,33,54,PLAY,Writing,4219897
33.5741820335,33,55,PLAY,Writing,4219897
34.008138895,34,54,PLAY,StillPlaying,791182
34.0421199799,34,55,PLAY,Writing,4219897
34.1671998501,34,56,PLAY,Writing,4219897
34.6706008911,34,57,PLAY,Writing,4219897
35.0210728645,35,58,PLAY,Writing,4219897
35.3997159004,35,59,PLAY,Writing,4219897
35.8920588493,35,60,PLAY,Writing,4219897
36.0080220699,36,59,PLAY,StillPlaying,791182
38.0077118874,38,58,PLAY,StillPlaying,791182
39.9856419563,39,59,PLAY,Writing,4219897
40.0078558922,40,58,PLAY,StillPlaying,791182
40.1430120468,40,59,PLAY,Writing,4219897
40.2460238934,40,60,PLAY,Writing,4219897
42.008097887,42,59,PLAY,StillPlaying,791182
44.0076930523,44,58,PLAY,StillPlaying,791182
44.3468220234,44,59,PLAY,Writing,4219897
44.4340689182,44,60,PLAY,Writing,4219897
46.0081069469,46,59,PLAY,StillPlaying,791182
48.0077040195,48,58,PLAY,StillPlaying,791182
48.517416954,48,59,PLAY,Writing,4219897
48.5682070255,48,60,PLAY,Writing,4219897
50.007694006,50,59,PLAY,StillPlaying,791182
52.1966609955,52,58,PLAY,StillPlaying,791182
52.6777238846,52,59,PLAY,Writing,4219897
52.7213680744,52,60,PLAY,Writing,4219897
54.008095026,54,59,PLAY,StillPlaying,791182
56.0077309608,56,58,PLAY,StillPlaying,791182
56.7813498974,56,59,PLAY,Writing,4219897
56.8497169018,56,60,PLAY,Writing,4219897
58.0080559254,58,59,PLAY,StillPlaying,791182
60.0081250668,60,58,PLAY,StillPlaying,791182
60.9959800243,60,59,PLAY,Writing,4219897
61.0782439709,61,60,PLAY,Writing,4219897
62.0081369877,62,59,PLAY,StillPlaying,791182
64.0087330341,64,58,PLAY,StillPlaying,791182
65.1906859875,65,59,PLAY,Writing,4219897
65.2947220802,65,60,PLAY,Writing,4219897
66.0077109337,66,59,PLAY,StillPlaying,791182
68.0076980591,68,58,PLAY,StillPlaying,791182
69.3818330765,69,59,PLAY,Writing,4219897
69.4931609631,69,60,PLAY,Writing,4219897
70.0077149868,70,59,PLAY,StillPlaying,791182
72.0081169605,72,58,PLAY,StillPlaying,791182
73.5878670216,73,59,PLAY,Writing,4219897
73.6267449856,73,60,PLAY,Writing,4219897
74.0079529285,74,59,PLAY,StillPlaying,791182
76.0080709457,76,58,PLAY,StillPlaying,791182
77.7679710388,77,59,PLAY,Writing,4219897
77.8651719093,77,60,PLAY,Writing,4219897
78.0077080727,78,59,PLAY,StillPlaying,791182
80.0080080032,80,58,PLAY,StillPlaying,791182
81.9479198456,81,59,PLAY,Writing,4219897
82.004627943,81,60,PLAY,Writing,4219897
82.0229249001,82,59,PLAY,StillPlaying,791182
82.1207280159,82,60,PLAY,Writing,4219897
84.0076959133,84,59,PLAY,StillPlaying,791182
86.0076949596,86,58,PLAY,StillPlaying,791182
86.1793899536,86,59,PLAY,Writing,4219897
86.2300169468,86,60,PLAY,Writing,4219897
88.0081300735,88,59,PLAY,StillPlaying,2484135
90.0077018738,90,58,PLAY,StillPlaying,2484135
90.301502943,90,59,PLAY,Writing,4219897
90.3923308849,90,60,PLAY,Writing,4219897
92.0080990791,92,59,PLAY,StillPlaying,2484135
